符合條件商品
資料日期：2026年  7月 17日
策略,	Total pool
"序號","代碼","商品","成交","漲幅%","總量","總市值(元)",月營收年增率
1583	,"6791.TW","虎門科技","101.5","-2.87","83","2115000000",9.28
1584	,"6792.TW","詠業","53.5","-5.98","175","2561000000",8.4
1585	,"6794.TW","向榮生技","77.4","-1.15","57","3749000000",-43.04
1586	,"6796.TW","晉弘","57.4","-2.71","73","2309000000",1.03
1587	,"6799.TW","來頡","82.2","-8.46","606","3588000000",6.47
1588	,"6803.TW","崑鼎","270","-0.74","189","19654000000",-2.49
1589	,"6804.TW","明係","16.4","-0.3","260","779000000",-47.45
1590	,"6805.TW","富世達","1345","-4.95","967","92203000000",32.66
1591	,"6807.TW","峰源-KY","33.55","0.3","31","1811000000",16.34
1592	,"6811.TW","宏碁資訊","239.5","4.81","1606","9927000000",6.56
1593	,"6821.TW","聯寶","43.95","-8.63","373","1506000000",2.18
1594	,"6823.TW","濾能","62.9","-7.91","180","1920000000",14.87
1595	,"6829.TW","千附精密","208.5","-9.94","2141","12336000000",69.4
1596	,"6830.TW","汎銓","358.5","-9.36","1052","18563000000",10.36
1597	,"6831.TW","邁科","612","-10","641","41310000000",29.3
1598	,"6834.TW","天二科技","96.3","-10","3988","8519000000",66.46
1599	,"6835.TW","圓裕","32.05","-1.84","124","2120000000",1.57
1600	,"6838.TW","台新藥","22.8","-5","224","3442000000",0
1601	,"6840.TW","東研信超","60.9","-1.93","97","1873000000",17.85
1602	,"6841.TW","長佳智能","58.8","-4.39","641","5599000000",6.13
1603	,"6843.TW","進典","39.65","1.41","9","1320000000",-13.46
1604	,"6844.TW","諾貝兒","61.6","-0.65","21","2305000000",-1.9
1605	,"6846.TW","綠茵","62.9","-0.79","16","1702000000",5.67
1606	,"6855.TW","數泓科","114","-3.8","11","2650000000",12.26
1607	,"6856.TW","鑫傳","42.15","-2.32","29","1188000000",0.05
1608	,"6859.TW","伯特光","98","-7.11","166","4075000000",-34.46
1609	,"6861.TW","睿生光電","225","-10","676","9359000000",12.61
1610	,"6862.TW","三集瑞-KY","154","-6.95","534","7700000000",-1.04
1611	,"6863.TW","永道-KY","99.1","-5.62","198","7421000000",80.81
1612	,"6865.TW","偉康科技","25.4","0","23","402000000",-47.58
1613	,"6869.TW","雲豹能源","66.2","-5.29","906","9124000000",70.38
1614	,"6870.TW","騰雲","320","-3.03","161","7480000000",54.55
1615	,"6872.TW","浩宇生醫","16","-1.84","63","1132000000",-24.92
1616	,"6873.TW","泓德能源","81.4","-6.22","557","11611000000",42.53
1617	,"6874.TW","倍力","80.7","-3.35","35","1775000000",-23.17
1618	,"6875.TW","國邑*","35","-1.55","135","4521000000",0
1619	,"6877.TW","鏵友益","125","-8.42","134","5870000000",-65.41
1620	,"6881.TW","潤德","199","-4.78","51","2985000000",-22.12
1621	,"6884.TW","海柏特","32.75","0","0","602000000",31.14
1622	,"6885.TW","全福生技","20.75","-4.16","443","2761000000",491.54
1623	,"6887.TW","寶綠特-KY","39.45","5.05","144","2925000000",183.71
1624	,"6890.TW","來億-KY","173","0.29","688","43146000000",-3.2
1625	,"6894.TW","衛司特","318.5","-8.48","109","7580000000",44.54
1626	,"6895.TW","宏碩系統","124.5","-3.49","56","4245000000",-43.64
1627	,"6899.TW","創為精密","50.8","-2.68","66","2153000000",16.97
1628	,"6901.TW","鑽石投資","18.35","-3.93","6631","15649000000",4396.63
1629	,"6902.TW","GOGOLOOK","125","-4.58","135","4441000000",36.46
1630	,"6903.TW","巨漢","362.5","-8.23","1222","24170000000",163.86
1631	,"6904.TW","伯鑫","128","0","0","2368000000",78.75
1632	,"6906.TW","現觀科","70.3","-1.54","102","2357000000",3.5
1633	,"6907.TW","雅特力-KY","236","-1.26","706","14755000000",113.56
1634	,"6909.TW","創控","43.9","-6.4","801","2951000000",-32.1
1635	,"6910.TW","德鴻","24.6","-4.65","52","750000000",-4.85
1636	,"6913.TW","鴻呈","119.5","-5.91","225","5239000000",61.08
1637	,"6914.TW","阜爾運通","144","-1.71","148","9536000000",11.19
1638	,"6916.TW","華凌","19.45","-4.19","78","1312000000",32.34
1639	,"6918.TW","愛派司","71.6","-1.65","61","2475000000",4.19
1640	,"6919.TW","康霈*","103.5","-8.81","12682","161177000000",0
1641	,"6922.TW","宸曜","164.5","-4.08","146","4466000000",39.41
1642	,"6923.TW","中台","76.8","-2.66","142","7026000000",40.72
1643	,"6925.TW","意藍","54.1","-5.42","65","1082000000",4.3
1644	,"6928.TW","攸泰科技","49.1","-4.66","376","4222000000",-43.75
1645	,"6929.TW","佑全","23.1","-0.43","7","1041000000",-4.34
1646	,"6931.TW","青松健康","38.8","-2.02","75","2566000000",18.84
1647	,"6933.TW","AMAX-KY","154","-4.64","273","6527000000",26.6
1648	,"6934.TW","心誠鎂","79.5","-1.85","43","2859000000",41325
1649	,"6936.TW","永鴻生技","31.75","-2.91","87","2311000000",-0.43
1650	,"6937.TW","天虹","269","-6.76","971","18199000000",64.17
1651	,"6944.TW","兆聯實業","976","-5.7","667","74846000000",29.98
1652	,"6945.TW","圓祥生技","99","-7.48","441","9602000000",0
1653	,"6952.TW","大武山","35.75","-0.14","27","2443000000",26.28
1654	,"6953.TW","家碩","217.5","-4.61","65","6528000000",27.62
1655	,"6957.TW","裕慶-KY","246.5","-1.2","411","13683000000",33.53
1656	,"6958.TW","日盛台駿","18","0.28","81","7223000000",-9.94
1657	,"6961.TW","旅天下","52.8","-1.12","57","1416000000",1.69
1658	,"6962.TW","奕力-KY","32.45","-5.39","3465","15978000000",-0.33
1659	,"6965.TW","中傑-KY","79","-0.38","30","12350000000",7.52
1660	,"6967.TW","汎瑋材料","77.7","-2.39","175","1935000000",40.83
1661	,"6968.TW","萬達寵物","42.8","-0.7","63","2116000000",15.71
1662	,"6971.TW","惠民實業","26.75","-1.65","20","1034000000",-11.01
1663	,"6982.TW","大井泵浦","49.9","-1.77","81","2033000000",29.76
1664	,"6983.TW","華洋精機","333","-5.93","103","6000000000",112.54
1665	,"6986.TW","和迅","45.25","-1.63","67","2359000000",13.41
1666	,"6994.TW","富威電力","39.45","-2.83","721","2925000000",26.62
1667	,"6996.TW","力領科技","171","-5.26","121","7181000000",49.96
1668	,"6997.TW","博弘","71.9","-1.51","3","1589000000",47.16
1669	,"7402.TW","邑錡","117","-8.24","2547","4127000000",-17.78
1670	,"7547.TW","碩網","53.7","-2.01","33","1805000000",36.25
1671	,"7556.TW","意德士","218.5","-6.02","80","6354000000",8.78
1672	,"7584.TW","樂意","28.35","-0.35","1","466000000",6.85
1673	,"7642.TW","昶瑞機電","83","-1.43","126","2502000000",-25.94
1674	,"7703.TW","銳澤","186","-5.1","273","6462000000",25.14
1675	,"7704.TW","明遠精密","53","-4.33","74","1789000000",17.81
1676	,"7705.TW","三商餐飲","30.45","-2.56","49","2011000000",2.94
1677	,"7708.TW","全家餐飲","93.6","0.21","18","2386000000",12.02
1678	,"7709.TW","榮田","65.8","-7.58","100","2572000000",-57.9
1679	,"7711.TW","永擎","295","-6.05","312","21151000000",140.79
1680	,"7712.TW","博盛半導體","144.5","-9.97","622","4705000000",49.37
1681	,"7713.TW","威力德生醫","70.6","-0.14","10","3210000000",15.24
1682	,"7714.TW","創泓科技","181.5","-9.93","614","3811000000",122.9
1683	,"7715.TW","裕山","35.6","-2.06","107","1165000000",-74.34
1684	,"7716.TW","昱臺國際","23.9","-0.42","18","537000000",12.69
1685	,"7717.TW","萊德光電-KY","438","-9.69","267","10876000000",134.95
1686	,"7718.TW","友鋮","47","-0.74","42","2178000000",14.01
1687	,"7721.TW","微程式","61.8","-5.79","261","3112000000",18.31
1688	,"7722.TW","LINEPAY","300","-4.31","127","20400000000",14.16
1689	,"7723.TW","築間","20.45","-2.39","50","1014000000",-16.77
1690	,"7728.TW","光焱科技","642","-6.69","32","8894000000",114.18
1691	,"7732.TW","金興精密","35.65","0","16","2305000000",-23.13
1692	,"7734.TW","印能科技","2850","-9.81","315","79800000000",-6.43
1693	,"7736.TW","虎山","70.1","-0.99","38","5327000000",-22.82
1694	,"7738.TW","東聯互動","168","0","26","4595000000",8.22
1695	,"7743.TW","金利食安","20","-4.76","1","729000000",20.95
1696	,"7744.TW","崴寶","428","-5.52","56","13696000000",128.13
1697	,"7747.TW","昕奇雲端","113","-2.16","2","3409000000",12.1
1698	,"7749.TW","意騰-KY","358.5","-7.36","255","16664000000",64.48
1699	,"7750.TW","新代","1815","-7.16","216","130395000000",151.4
1700	,"7751.TW","竑騰","1130","-8.87","143","30384000000",67.24
1701	,"7753.TW","星亞","40.2","-1.47","27","1005000000",4.57
1702	,"7757.TW","金色三麥","91.7","-1.29","28","2209000000",7.66
1703	,"7760.TW","享溫馨","34.2","0.44","68","2258000000",-11.67
1704	,"7765.TW","中華資安","222.5","-1.55","79","9051000000",6.47
1705	,"7767.TW","仁大資訊","44.3","-3.7","96","1333000000",220.5
1706	,"7768.TW","頌勝科技","303","-5.75","177","21229000000",11.91
1707	,"7769.TW","鴻勁","6070","-9.34","810","1092175000000",106.54
1708	,"7770.TW","君曜","41.4","-0.84","71","1244000000",-62.3
1709	,"7772.TW","耀穎","99.6","-4.23","285","2639000000",6.72
1710	,"7777.TW","能率亞洲","41.8","0","11764","7800000000",-77.03
1711	,"7780.TW","大研生醫*","17.3","-3.35","3001","14013000000",37.7
1712	,"7782.TW","光速火箭","25.85","-5.48","15","600000000",11.32
1713	,"7786.TW","東方風能","127.5","-2.67","245","22434000000",18.58
1714	,"7788.TW","松川精密","235","-9.96","5342","18740000000",65.66
1715	,"7791.TW","皇家可口","63.6","0.16","58","5088000000",-6.26
1716	,"7792.TW","安葆","208.5","-7.95","303","9729000000",28.27
1717	,"7794.TW","宏碁智新","29","-2.85","43","812000000",20.47
1718	,"7795.TW","長廣","507","-9.95","435","39965000000",62.55
1719	,"7799.TW","禾榮科","415.5","-4.92","1663","65646000000",-100
1720	,"7805.TW","威聯通","601","-3.53","67","19908000000",28.11
1721	,"7810.TW","捷創科技","195","-1.52","68","3948000000",116.46
1722	,"7811.TW","民盛","71.3","-0.97","24","2379000000",4.76
1723	,"7818.TW","溢泰實業","68.6","-1.58","206","11521000000",-5.21
1724	,"7819.TW","精誠金融","36.3","-3.59","64","917000000",-52.11
1725	,"7820.TW","立盈","110.5","-3.91","37","4173000000",43.36
1726	,"7821.TW","神數","40","-3.85","135","4876000000",31.77
1727	,"7822.TW","倍利科","874","-9.24","221","39819000000",50.72
1728	,"7828.TW","創新服務","1945","-9.95","353","78760000000",255.83
1729	,"7839.TW","達人網","42.2","-5.17","14","637000000",-0.34
1730	,"7842.TW","天能綠電","92.7","-4.24","23","1691000000",38.44
1731	,"8011.TW","台通","16.25","-3.56","1049","2696000000",-31.36
1732	,"8016.TW","矽創","286","-3.05","1571","34358000000",26.61
1733	,"8021.TW","尖點","454.5","-10","953","65921000000",90.11
1734	,"8024.TW","佑華","16.15","-5.56","212","729000000",70.62
1735	,"8027.TW","鈦昇","215.5","-9.83","908","23880000000",58.48
1736	,"8028.TW","昇陽半導體","315","-10","14239","56539000000",33.62
1737	,"8032.TW","光菱","36.3","-6.92","150","1880000000",38.92
1738	,"8033.TW","雷虎","219","-9.88","3089","36053000000",19.63
1739	,"8034.TW","榮群","19.15","-3.53","224","1083000000",-57.05
1740	,"8038.TW","長園科","37.5","-4.7","325","2335000000",-45.48
1741	,"8039.TW","台虹","192.5","-3.51","57744","50756000000",-6.57
1742	,"8040.TW","九暘","75.4","-8.61","1189","7269000000",34.49
1743	,"8042.TW","金山電","129.5","-9.76","4186","16822000000",51.3
1744	,"8043.TW","蜜望實","141","-7.84","6514","11266000000",48.37
1745	,"8044.TW","網家","26.5","-2.03","639","5426000000",15.49
1746	,"8045.TW","達運光電","55.8","-7.77","295","5303000000",6.34
1747	,"8046.TW","南電","1150","-9.8","16447","743089000000",50.03
1748	,"8047.TW","星雲","43","-0.58","15","1791000000",175.92
1749	,"8048.TW","德勝","56.2","-4.91","386","3243000000",130.48
1750	,"8049.TW","晶采","25.8","-2.27","268","3051000000",18.77
1751	,"8050.TW","廣積","57.2","-6.38","2202","11737000000",143.6
1752	,"8054.TW","安國","90","-6.15","1430","9560000000",-20.61
1753	,"8059.TW","凱碩","15.85","-4.52","381","3075000000",148.31
1754	,"8064.TW","東捷","116","-9.02","4648","21438000000",15.95
1755	,"8066.TW","來思達","14.75","-0.34","23","540000000",14.42
1756	,"8067.TW","志旭","13.25","0.76","4","274000000",21.29
1757	,"8068.TW","全達","18.25","-5.68","567","1473000000",181.71
1758	,"8069.TW","元太","181.5","-1.36","8284","209516000000",-0.62
1759	,"8070.TW","長華*","48.1","-6.05","5297","34903000000",32.82
1760	,"8071.TW","能率網通","25","-7.41","2509","1502000000",24.61
1761	,"8072.TW","陞泰","27.05","-4.08","327","2164000000",32.68
1762	,"8074.TW","鉅橡","55.7","-7.17","987","4844000000",22.99
1763	,"8076.TW","伍豐","22.8","-5.2","1753","6662000000",8.5
1764	,"8077.TW","洛碁","44.05","-3.19","6","966000000",12.06
1765	,"8080.TW","泰霖","26.8","-2.01","68","1799000000",-52.66
1766	,"8081.TW","致新","240.5","-5.31","1406","20724000000",7.19
1767	,"8083.TW","瑞穎","153.5","-2.54","144","5392000000",-8.87
1768	,"8084.TW","巨虹","45","-2.17","479","3128000000",-22.47
1769	,"8085.TW","福華","11.1","-1.77","316","1553000000",-18
1770	,"8086.TW","宏捷科","118.5","-6.69","2785","23287000000",16.05
1771	,"8087.TW","麗升能源","26.25","-9.95","188","1015000000",80.96
1772	,"8088.TW","品安","47.25","-6.06","1264","2878000000",1.02
1773	,"8089.TW","康全電訊","18.35","-4.92","302","1211000000",-64.58
1774	,"8091.TW","翔名","268","-6.94","1512","14865000000",71.7
1775	,"8092.TW","建暐","13.7","-1.79","100","783000000",-3.96
1776	,"8093.TW","保銳","19.95","2.31","27","1128000000",468.3
1777	,"8096.TW","擎亞","128","-9.86","2460","19115000000",433.49
1778	,"8097.TW","常珵","53","-2.57","210","3381000000",122.11
1779	,"8099.TW","大世科","56.5","-3.09","272","5654000000",85.46
1780	,"8101.TW","華冠","13.4","0","2","195000000",13.66
1781	,"8102.TW","傑霖科技","74.5","-1.84","38","1740000000",40.22
1782	,"8103.TW","瀚荃","78.7","-5.64","1208","6172000000",45.04
1783	,"8104.TW","錸寶","34.3","-7.55","1017","3569000000",-53.25
1784	,"8105.TW","凌巨","16.65","-5.67","5047","7351000000",-8.9
1785	,"8107.TW","大億金茂","11.8","-2.07","69","885000000",-39.54
1786	,"8109.TW","博大","130.5","-4.4","589","10722000000",36.23
1787	,"8110.TW","華東","43.65","-8.68","6774","22599000000",16.26
1788	,"8111.TW","立碁","48.95","-1.11","1141","5340000000",2.34
1789	,"8112.TW","至上","81.9","-4.55","14256","46297000000",231.17
1790	,"8114.TW","振樺電","184.5","-4.9","612","14111000000",19.14
1791	,"8121.TW","越峰","35.55","-9.89","2248","7571000000",33.01
1792	,"8131.TW","福懋科","69","-9.92","9985","30513000000",60.87
1793	,"8147.TW","正淩","130.5","-7.12","375","5457000000",14.91
1794	,"8150.TW","南茂","110.5","-9.8","76482","77849000000",37.23
1795	,"8155.TW","博智","302","-7.79","1229","18835000000",31.9
1796	,"8163.TW","達方","32.8","-7.21","1541","9184000000",1.08
1797	,"8171.TW","天宇","20.1","-1.95","189","2268000000",294.46
1798	,"8176.TW","智捷","9.95","-2.45","295","713000000",-10.18
1799	,"8182.TW","加高","42.4","-9.88","1752","4538000000",5.56
1800	,"8183.TW","精星","30.1","-6.08","751","3649000000",64.66
1801	,"8201.TW","無敵","12.25","-3.16","72","763000000",-26.05
1802	,"8210.TW","勤誠","1095","-6.81","1158","137224000000",98.03
1803	,"8213.TW","志超","32.8","-3.8","942","8896000000",26.05
1804	,"8215.TW","明基材","25.3","-6.81","1353","8113000000",13.05
1805	,"8222.TW","寶一","37.25","-7.34","1385","2554000000",-10.36
1806	,"8227.TW","巨有科技","148","-9.2","924","5852000000",88.44
1807	,"8234.TW","新漢","60.8","-9.52","1808","8586000000",38.61
1808	,"8240.TW","華宏","42.75","-7.67","490","4275000000",-7.7
1809	,"8249.TW","菱光","44.2","-5.25","504","5929000000",12.5
1810	,"8255.TW","朋程","150.5","-8.51","1384","15341000000",5.78
1811	,"8261.TW","富鼎","251","-9.87","4199","29838000000",16.09
1812	,"8271.TW","宇瞻","190","1.33","10777","23478000000",200.65
1813	,"8272.TW","全景軟體","64.6","-3.44","18","1227000000",-11.37
1814	,"8277.TW","商丞","8.15","-3.09","248","746000000",-83.65
1815	,"8279.TW","生展","87.6","-0.68","9","2374000000",6
1816	,"8284.TW","三竹","62.6","0.32","119","2963000000",20.76
1817	,"8289.TW","泰藝","47.3","-9.73","1363","3232000000",29.88
1818	,"8291.TW","尚茂","30.05","9.87","10","525000000",59.86
1819	,"8299.TW","群聯","1785","-9.85","6919","394779000000",301
1820	,"8341.TW","日友","76.1","-1.3","346","9893000000",6.99
1821	,"8342.TW","益張","91.5","0.22","3","3068000000",4.76
1822	,"8349.TW","恒耀","39.35","-1.38","84","8217000000",17.53
1823	,"8354.TW","冠好","16.2","-0.92","107","1272000000",4.04
1824	,"8358.TW","金居","398.5","-8.81","8273","100656000000",43.37
1825	,"8367.TW","建新國際","40.3","-0.49","39","3714000000",10.85
1826	,"8374.TW","羅昇","77.1","-6.88","405","6881000000",39.81
1827	,"8383.TW","千附","89","2.18","15433","10124000000",200.07
1828	,"8390.TW","金益鼎","94.2","-4.56","923","9054000000",43.96
1829	,"8401.TW","白紗科","22.75","-0.87","96","1607000000",6.25
1830	,"8403.TW","盛弘","19.3","-1.03","228","2656000000",12.51
1831	,"8404.TW","百和興業-KY","16.8","-1.47","402","7054000000",16.65
1832	,"8409.TW","商之器","18.9","-1.82","10","604000000",20.92
1833	,"8410.TW","森田","31.75","-3.05","79","1161000000",-25.12
1834	,"8411.TW","福貞-KY","12.5","-1.57","143","2730000000",7.66
1835	,"8415.TW","大國鋼","35.8","-0.83","733","36927000000",36.57
1836	,"8416.TW","實威","166.5","-1.48","16","4697000000",17.58
1837	,"8421.TW","旭源","15.3","-7.27","684","838000000",46.59
1838	,"8422.TW","可寧衛*","25.85","-4.26","8953","35088000000",50.34
1839	,"8423.TW","保綠-KY","17.6","-0.56","18","734000000",32.07
1840	,"8424.TW","惠普","68.4","-0.44","38","2466000000",0
1841	,"8426.TW","紅木-KY","20.15","0.75","112","1012000000",-24.06
1842	,"8429.TW","金麗-KY","6.11","-2.4","201","1134000000",11.6
1843	,"8431.TW","匯鑽科","44.8","-6.76","506","2185000000",-21.03
1844	,"8432.TW","東生華","50.1","-1.18","29","1923000000",6.41
1845	,"8433.TW","弘帆","53.7","-3.24","27","2926000000",5.32
1846	,"8435.TW","鉅邁","52.6","-0.94","29","1851000000",10.89
1847	,"8436.TW","大江","115","-0.43","764","13538000000",-14.6
1848	,"8437.TW","大地-KY","9.84","-1.5","91","462000000",3.54
1849	,"8438.TW","昶昕","77.5","-8.93","710","5420000000",40.99
1850	,"8440.TW","綠電","20.4","-1.69","155","1025000000",12.18
1851	,"8442.TW","威宏-KY","45","-1.32","143","3157000000",32.95
1852	,"8443.TW","阿瘦","11.35","-0.44","11","758000000",-21.88
1853	,"8444.TW","綠河-KY","5.74","-0.17","0","718000000",-71.06
1854	,"8446.TW","華研","85.6","-1.61","89","4529000000",-6.12
1855	,"8450.TW","霹靂","15","-1.64","91","769000000",-28.17
1856	,"8454.TW","富邦媒","254","-5.05","968","67303000000",6.5
1857	,"8455.TW","大拓-KY","24.35","-9.81","28","614000000",-0.57
1858	,"8462.TW","柏文","156.5","-2.19","272","12580000000",20.11
1859	,"8463.TW","潤泰材","21.5","-0.46","56","3225000000",-16.33
1860	,"8464.TW","億豐","359","0.14","598","105194000000",11.73
1861	,"8466.TW","美吉吉-KY","16.95","-4.51","94","1353000000",-17.28
1862	,"8467.TW","波力-KY","102.5","-3.76","31","4958000000",-45.26
1863	,"8472.TW","夠麻吉","78.5","-0.63","18","1392000000",-20.74
1864	,"8473.TW","山林水","44","-5.78","774","7972000000",18.1
1865	,"8476.TW","台境*","23.85","0.63","1508","3964000000",66.05
1866	,"8477.TW","創業家","15","-5.06","123","962000000",33.85
1867	,"8478.TW","東哥遊艇","150.5","-3.22","399","14142000000",76.33
1868	,"8481.TW","政伸","41.6","-6.2","154","2770000000",23.66
1869	,"8482.TW","商億-KY","47.8","-1.44","9","5135000000",-8.51
1870	,"8488.TW","吉源-KY","10.1","-1.46","10","742000000",36.97
1871	,"8489.TW","三貝德","22.9","-5.18","97","1372000000",71.11
1872	,"8499.TW","鼎炫-KY","277.5","-4.97","95","11423000000",116.29
1873	,"8905.TW","裕國","29","-2.19","3","3463000000",18.79
1874	,"8906.TW","花王","26.2","-2.96","78","1153000000",9.07
1875	,"8908.TW","欣雄","39.25","-0.38","86","12376000000",13.75
1876	,"8916.TW","光隆","42.85","0.47","96","6441000000",3.99
1877	,"8917.TW","欣泰","52.7","-0.57","10","8571000000",-8.36
1878	,"8921.TW","沈氏","17.1","-3.39","3","796000000",11.71
1879	,"8923.TW","時報","19.3","3.49","1","586000000",20.18
1880	,"8924.TW","大田","55.7","-1.24","90","4667000000",-27.57
1881	,"8926.TW","台汽電","65.5","-2.24","4995","54383000000",1719.48
1882	,"8927.TW","北基","19.9","-5.46","385","8339000000",84.75
1883	,"8928.TW","鉅明","23.35","0.43","42","1187000000",61.61
1884	,"8929.TW","富堡","13.95","-3.13","19","705000000",1.23
1885	,"8930.TW","青鋼","31.7","-0.47","235","2593000000",4.73
1886	,"8931.TW","大汽電","41.5","-2.01","96","5073000000",8.39
1887	,"8932.TW","智通*","117","-9.65","8305","41881000000",-3.5
1888	,"8933.TW","愛地雅","4.45","-7.48","579","1453000000",-3.25
1889	,"8935.TW","邦泰","19.2","-5.65","524","2179000000",-42.12
1890	,"8936.TW","國統","52","-5.11","3279","12900000000",21.24
1891	,"8937.TW","合騏*","25.25","0","136","10899000000",782.58
1892	,"8938.TW","明安","55.1","-0.18","161","8649000000",20.31
1893	,"8940.TW","新天地","16.05","-1.23","103","1083000000",1.48
1894	,"8941.TW","關中","43.6","0","8","1524000000",39.65
1895	,"8942.TW","森鉅","38.9","-2.38","440","7734000000",-27.3
1896	,"8996.TW","高力","1015","-9.78","1708","94787000000",37.56
1897	,"9802.TW","鈺齊-KY","73.7","-2.9","722","14813000000",15.45
1898	,"9902.TW","台火","13.5","-2.88","159","1323000000",111.6
1899	,"9904.TW","寶成","24.6","0","48299","72490000000",-3.26
1900	,"9905.TW","大華","20.7","-0.24","94","6313000000",49.14
1901	,"9906.TW","欣巴巴","41","-1.44","140","3705000000",-33.86
1902	,"9907.TW","統一實","15.1","-1.31","5724","23845000000",-6.1
1903	,"9908.TW","大台北","29.15","0","315","15051000000",6.6
1904	,"9910.TW","豐泰","66.8","-1.47","2924","65963000000",-3.9
1905	,"9911.TW","櫻花","83.8","-0.48","300","18636000000",6.72
1906	,"9912.TW","偉聯","12.6","-0.79","37","682000000",23.32
1907	,"9914.TW","美利達","84","-0.24","26060","25114000000",-5.51
1908	,"9917.TW","中保科","109","0.93","1262","49180000000",2.56
1909	,"9918.TW","欣天然","44.2","0.45","52","7979000000",1.19
1910	,"9919.TW","康那香","13.95","-1.06","661","2725000000",-5.53
1911	,"9921.TW","巨大","86.6","-1.59","13376","33952000000",15.98
1912	,"9924.TW","福興","40.25","-1.11","115","6068000000",-3.73
1913	,"9925.TW","新保","41.25","-0.36","301","15983000000",3.31
1914	,"9926.TW","新海","50.8","1.4","72","9118000000",-1.61
1915	,"9927.TW","泰銘","68.9","-2.13","195","8268000000",53.07
1916	,"9928.TW","中視","17.55","-4.62","131","1241000000",70.81
1917	,"9929.TW","秋雨","11.4","0.44","12","1154000000",12.67
1918	,"9930.TW","中聯資源","63.2","-0.63","234","15707000000",-7.26
1919	,"9931.TW","欣高","33.95","0","563","4086000000",36.1
1920	,"9933.TW","中鼎","39.15","-4.04","3371","35251000000",-16.64
1921	,"9934.TW","成霖","10.6","-1.85","1090","4356000000",29.84
1922	,"9935.TW","慶豐富","18.45","-1.6","339","3281000000",17.01
1923	,"9937.TW","全國","55","-0.36","66","16997000000",13.73
1924	,"9938.TW","百和","45.85","-1.61","2429","13661000000",21.21
1925	,"9939.TW","宏全","125.5","0","2866","37121000000",12.13
1926	,"9940.TW","信義","19.95","-1.72","814","14700000000",41.42
1927	,"9941.TW","裕融","82.4","-2.14","1664","47432000000",-4
1928	,"9942.TW","茂順","123","-1.99","221","10228000000",26.64
1929	,"9943.TW","好樂迪","52.8","-0.56","180","6609000000",-1.51
1930	,"9944.TW","新麗","17.95","0","79","1901000000",19.04
1931	,"9945.TW","潤泰新","26.25","-2.23","7713","74660000000",29.57
1932	,"9946.TW","三發地產","17.95","-1.91","918","5861000000",-11.49
1933	,"9949.TW","琉園","23.6","-5.41","194","1058000000",27.38
1934	,"9950.TW","萬國通","10.1","-5.61","277","1693000000",-34.98
1935	,"9951.TW","皇田","52.3","-2.24","103","3833000000",-4.45
1936	,"9955.TW","佳龍","24","-4.19","360","2506000000",-14.53
1937	,"9958.TW","世紀鋼","111","-6.33","2818","27405000000",64.09
1938	,"9960.TW","邁達康","33.2","-1.19","13","1115000000",-15.62
1939	,"9962.TW","有益","9.78","-1.11","89","882000000",37.19
